Fighter,Summary,Link
Riccardo Ammendolia,"Well known for his work as a jiu jitsu commentator and promoter, Riccardo Ammendolia is also a black belt under the Mendes bros, being the first person to achieve the rank under the famous Atos jiu jitsu duo.",https://www.bjjheroes.com/bjj-fighters/riccardo-ammendolia
Patrick Gaudio,"Patrick Gaudio is a Brazilian jiu jitsu black belt, a rank awarded by his father, Fabiano Gaudio. Patrick made a name for himself in the lower belt divisions of sport jiu jitsu, fighting for the Top Brother academy and later for GF Team, with whom he conquered the brown belt world title and a world professional championship in 2014.",https://www.bjjheroes.com/bjj-fighters/patrick-gaudio
José Higino,Master José Higino is a Brazilian jiu jisu 9th degree red belt from the famous Oswaldo Fadda lineage. A former student of Master Aderbal Baptista during …,https://www.bjjheroes.com/bjj-fighters/jose-higino
Budo Jake,"Budo Jake is a black belt as well as a Brazilian jiu jitsu black belt under the illustrious Carlos Gracie Junior of the Gracie Barra academy. Jake is also the co-founder of BudoVideos, one of martial arts’ largest instructional producers, as well as being a respected host of a number of jiu jitsu related programs",https://www.bjjheroes.com/bjj-fighters/budo-jake
Julius Park,"Julius Park is a Brazilian jiu jitsu black belt and the founder of the Crazy 88 academy, a highly organized Baltimore (Maryland, US) academy that in its short existence has managed to produce some of the toughest American competitors to date, people such as Tim Spriggs, Tye Murphy, Devon Delbrugge and many others.",https://www.bjjheroes.com/bjj-fighters/julius-park
Alain Pozo,"Alain Pozo is a Brazilian jiu jitsu black belt under Wilson Junior of the Carlson Gracie team, United Kingdom. One of the first students of the renowned Zé Radiola academy during the late 1990s, Pozo traveled the world settling in the town of Colchester – Essex, England, where he developed some of England’s most promising jiu jitsu competitors, competitors such as Taylor Pearlman, James Costa, Janis Rietskins, to name a few.",https://www.bjjheroes.com/bjj-fighters/alain-pozo
Andre ‘Marola’,"André Luiz Candido da Silva, commonly known in the Brazilian jiu jitsu community as André ‘Marola’ is a black belt under Wendel Alexander, and the head coach of Nova União’s jiu jitsu team, at the academy’s headquarters in Rio de Janeiro, Brazil, having replaced the legendary André Pederneira’s position as coach in the team in 2008.",https://www.bjjheroes.com/bjj-fighters/andre-marola
AJ Agazarm,"A former DI wrestler, AJ Agazarm became known in Brazilian Jiu Jitsu for his fast gameness, his scrambles and his takedowns which earned him numerous titles and his black belt (2013), awarded by Eduardo de Lima and Carlos Gracie Junior.",https://www.bjjheroes.com/bjj-fighters/aj-agazarm
Eddie Bravo,"Eddie Bravo is a Brazilian jiu jitsu black belt under Jean Jacques Machado, being the founder of 10th planet jiu jitsu. Bravo made his mark in the jiu jitsu world by submitting Royler Gracie at the ADCC (2003), after which he launched his 10th planet jiu jitsu, a program that became widely publicized, gathering a huge following in the grappling and MMA circuits.",https://www.bjjheroes.com/bjj-fighters/eddie-bravo
World No Gi Championship Results 2014,"With many of the world’s biggest jiu jitsu stars missing from the tournament, there was space for some new blood to display their skills in the later brackets and some curious match-ups to occur. Confirm right here all the results from the black belt brackets,",https://www.bjjheroes.com/bjj-fighters/world-no-gi-championship-results-2014
Tim Spriggs,"Tim Spriggs is a Brazilian Jiu Jitsu black belt under Julius Park of the Crazy 88 academy, an affiliate of Lloyd Irvin‘s academy. Born …",https://www.bjjheroes.com/bjj-fighters/tim-spriggs
Sergio Zimmermann “Canudo”,"Sergio Zimmermann is a Jiu Jitsu black belt who made ​​a career competing in Europe having won the European Jiu Jitsu Open, one of the top competitions in BJJ’s yearly calendar on 10 occasions.",https://www.bjjheroes.com/bjj-fighters/sergio-zimmermann-canudo
Gianni Grippo,"Gianni Grippo is widely regarded as one of the leading figures of the ‘Berimbolo Generation’ of Brazilian Jiu Jitsu, having built that reputation in the lower belt divisions of the sport where he conquered 6 world titles (4 with the gi and 2 without). Grippo competed for the Renzo Gracie Academy up until brown belt, when he switched to Marcelo Garcia’s Alliance, continuing his grappling career at the multiple time world champion academy.",https://www.bjjheroes.com/bjj-fighters/gianni-grippo
Victor Silverio,"One of the top competitors of his generation, Victor Silverio became a Brazilian Jiu Jitsu black belt in 2013, a grade he earned training under the supervision of the illustrious Master Julio Cesar of the Grappling Fight Team (GFT).",https://www.bjjheroes.com/bjj-fighters/victor-silverio
Shimon Mochizuki,"Shimon Mochizuki was the first Dane to achieve the status of black belt in Brazilian Jiu Jitsu, a rank awarded by Leonardo Vieira, being also one of Europe’s most successful coaches.",https://www.bjjheroes.com/bjj-fighters/shimon-mochizuki
Gustavo Dias Elias,"Gustavo Dias is a Brazilian Jiu Jitsu black belt under Cristiano Marcello and Ocimar Costa, who competes for the Gracie Humaita team, Dias has a long list of accomplishments",https://www.bjjheroes.com/bjj-fighters/gustavo-dias
Márcio André,"Marcio André is a Brazilian Jiu Jitsu black belt and one of the top athletes of his generation in the sport, being also one of the prime representatives of the Nova Uniao team in the gi.",https://www.bjjheroes.com/bjj-fighters/marcio-andre
Thiago Sá Fortes,"Thiago Sá Fortes is a Brazilian Jiu Jitsu black belt under Ricardo Vieira, and a top level competitor in the IBJJF tournament circuit, representing the Checkmat academy.",https://www.bjjheroes.com/bjj-fighters/thiago-sa-fortes
Marcio Dos Santos,"Marcio Dos Santos is coral belt in Brazilian Jiu Jitsu, and a leading figure of the sport during the 1980s decade, being directly involved in the development of Osvaldo Alves’ and Carlson Gracie’s teams, two of the most dominant academies in Jiu Jitsu during that era.",https://www.bjjheroes.com/bjj-fighters/marcio-dos-santos
Fabio Caloi,"Fabio Caloi is a Jiu Jitsu world champion competitor and a black belt under Fabio Gurgel. Fabio, also known as ‘Fabinho’ Caloi, belongs to an elite generation of grapplers developed by the Alliance Academy, a generation that raised waves in the lower belts of the sport, continuing in great form through the black belt divisions.",https://www.bjjheroes.com/bjj-fighters/fabio-caloi
Janni Larsson,"Janni Larsson is a Brazilian Jiu Jitsu black belt under the illustrious instructor Shimon Mochizuki of the Arte Suave Academy (Checkmat affiliate) in Copenhagen, Denmark. A native of Sweden, Larsson is one of the most accomplished European black belts, and the first Swedish black belt world champion (2014).",https://www.bjjheroes.com/bjj-fighters/janni-larsson
Tammi Musumeci,"Tammi Musumeci is a Brazilian Jiu Jitsu black belt who became one of the top featherweights in the women’s divisions at the young age of 19. Tammi Musumeci turned a few heads her way after she won the Pan American Championship in 2014 in her first year as a black belt, beating two former world champions on her way to the top.",https://www.bjjheroes.com/bjj-fighters/tammi-musumeci
Yvone Duarte,"The first female to achieve the rank of black belt in Brazilian Jiu Jitsu was Yvone Duarte, a belt rank received in 1990. This incredible pioneer of the sport was one of the main forces behind the implementation of a female division in Jiu Jitsu competitions, being also the first female to start her own BJJ team.",https://www.bjjheroes.com/bjj-fighters/yvone-duarte
Mario Claudio Tallarico,"Mario Claudio Tallarico was an important figure in 1970s Jiu Jitsu, being the 2nd black belt awarded by the late Rolls Gracie, a deed he achieved at 19 years of age. Tallarico is often mentioned as one of the top guard players produced by Rolls, having later influenced the development of great figures of the sport.",https://www.bjjheroes.com/bjj-fighters/mario-claudio-tallarico
Eduardo Gonçalves,"Eduardo Gonçalves, commonly known as ‘Edu’, is a Brazilian Jiu Jitsu black belt under the illustrious Francisco ‘Toco’ Albuquerque, and the main representative of the Nova Geração academy in the United Kingdom.",https://www.bjjheroes.com/bjj-fighters/eduardo-goncalves
Sérgio Íris,"Sérgio Íris, commonly know in the Brazilian Jiu Jitsu community as ‘Serginho de Niterói’ was the first black belt awarded by the late Master Carlson Gracie. An important figure of the sport during the 1970s decade having defeated decorated fighters such as Rorion Gracie and Carley Gracie.",https://www.bjjheroes.com/bjj-fighters/sergio-iris
Gezary Matuda,"Gezary Matuda is a Brazilian Jiu Jitsu black belt under the legendary Ricardo Libório and a top competitor of her generation, known for having one of the most exciting styles of fighting in the women’s divisions, a style that earned her numerous titles, such as the pan american and world championships in the black belt category.",https://www.bjjheroes.com/bjj-fighters/gezary-matuda
Totila Jordan,"Totila Jordan, commonly known by his nickname ‘Pitoco’, is a Brazilian Jiu Jitsu black belt under the illustrious Renan Pitanguy, being also the co-founder of the Infight Academy. Master Pitoco was also one of the first coaches to develop Jiu Jitsu in the surfing hotspot of Barra da Tijuca in Rio de Janeiro.",https://www.bjjheroes.com/bjj-fighters/totila-jordan
